29989748,      Bad Feminist: Essays,Bahni Turpin,3.94,4527, non-fiction,3354, feminism,1840, essays,609, memoir,409, audiobook,247, womens
15823424,      The Burgess Boys,Cassandra Campbell,3.58,900, fiction,105, contemporary,95, literary-fiction,77, audiobook,64, adult-fiction,63, family
9258756,      Full Dark  No Stars,Stephen King,4.06,2668, horror,992, short-stories,976, fiction,318, thriller,114, suspense,112, mystery
3263575,      Franny and Zooey,J.D. Salinger,3.98,3089, fiction,2619, classics,618, short-stories,403, literature,258, american,234, novels
17856316,      John Adams,Nelson Runger,4.05,4057, history,3426, biography,1972, non-fiction,638, american-history,573, presidents,337, politics
4041242,      The Book of Mormon,Laurie F. Maffly-Kipp,4.34,952, religion,494, non-fiction,428, lds,211, church,136, spirituality,118, history
9774658,      The Confession,John Grisham,3.85,792, fiction,309, mystery,266, thriller,221, legal-thriller,176, crime,113, suspense
32875660,      Balas en la pizarra,Marieke Nijkamp,3.68,1310, young-adult,762, contemporary,463, fiction,273, realistic-fiction,178, lgbt,138, thriller
36344943,      Origine,Dan Brown,3.86,2828, fiction,1701, thriller,1393, mystery,434, mystery-thriller,342, audiobook,278, suspense
760921,      The Martian Chronicles,Ray Bradbury,4.14,5414, science-fiction,2449, fiction,1935, classics,1415, short-stories,554, fantasy,468, science-fiction-fantasy
29059,      Choke,Chuck Palahniuk,3.7,2920, fiction,412, contemporary,277, humor,214, novels,132, literature,119, adult
4980,      Breakfast of Champions,Kurt Vonnegut Jr.,4.07,4291, fiction,1715, classics,818, science-fiction,612, humor,431, literature,370, novels
29965800,      The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,3.94,6145, non-fiction,4537, self-help,1626, psychology,1145, audiobook,848, personal-development,759, philosophy
30254448,      Britt-Marie Was Here,Joan Walker,4.06,1768, fiction,478, contemporary,323, audiobook,266, humor,170, adult,164, adult-fiction
15983569,      The Art Forger : A Novel,Barbara A. Shapiro,3.72,1038, fiction,650, mystery,454, art,336, historical-fiction,100, contemporary,94, audiobook
15788936,      Etiquette & Espionage,Moira Quirk,3.81,2777, steampunk,2031, young-adult,1717, fantasy,684, historical-fiction,545, paranormal,513, fiction
13600318,      Reckless,S.C. Stephens,4.41,793, romance,492, new-adult,185, contemporary,179, contemporary-romance,107, music,66, adult
17936724,      Mestiza,Jennifer L. Armentrout,4.12,1591, fantasy,1438, young-adult,1093, paranormal,836, romance,801, mythology,343, paranormal-romance
16100228,      Consequences,Aleatha Romig,3.93,589, dark,406, romance,226, abuse,217, contemporary,175, adult,162, erotica
12317877,      The Future of Us,Carolyn Mackler,3.57,1507, young-adult,498, romance,355, fiction,312, contemporary,273, science-fiction,194, time-travel
9284655,      Tigers Curse,Colleen Houck,4.06,1606, fantasy,1068, young-adult,722, romance,350, paranormal,299, mythology,196, magic
12853122,      De laatste liefdesbrief,Milly Clifford,3.97,807, romance,607, fiction,397, historical-fiction,320, chick-lit,169, contemporary,96, historical
7091488,      Dead in the Family,Charlaine Harris,3.89,2155, fantasy,1981, vampires,1559, paranormal,1213, urban-fantasy,948, romance,942, fiction
7969278,      At Home: A Short History of Private Life,Bill Bryson,3.97,3001, non-fiction,2223, history,243, audiobook,215, humor,135, historical,129, science
364131,      A Brief History of Time,Michael Jackson,4.18,8963, science,6504, non-fiction,1512, physics,767, history,370, astronomy,365, philosophy
